Matrix,Tactic,Technique,"Sub-Technique",App,Active,Available,"Needs data","Sub_Technique_Total","Tactic_Total","Technique_Total",Bookmarked,"Data Source",IsSubTechnique
"Enterprise ATT&CK","Lateral Movement","Lateral Tool Transfer","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Lateral Tool Transfer","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Lateral Tool Transfer","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Lateral Tool Transfer","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Lateral Tool Transfer","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Lateral Tool Transfer","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"BITS Jobs","-",Any,0,0,3,0,100,3,0,"Endpoint Detection and Response::6",No
"Enterprise ATT&CK",Persistence,"BITS Jobs","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"BITS Jobs","-","Enterprise Security Content Update",0,0,3,0,100,3,0,"Endpoint Detection and Response::6",No
"Enterprise ATT&CK",Persistence,"BITS Jobs","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"BITS Jobs","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"BITS Jobs","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution",MSBuild,Any,0,0,4,4,154,7,0,"Endpoint Detection and Response::3",Yes
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution",MSBuild,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution",MSBuild,"Enterprise Security Content Update",0,0,4,4,154,7,0,"Endpoint Detection and Response::3",Yes
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution",MSBuild,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution",MSBuild,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution",MSBuild,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Component Object Model",Any,0,0,1,1,49,1,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Component Object Model","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Component Object Model","Enterprise Security Content Update",0,0,1,1,49,1,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Component Object Model","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Component Object Model","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Component Object Model","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Code Repository",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Code Repository","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Code Repository","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Code Repository","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Code Repository","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Code Repository","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","OS Exhaustion Flood",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","OS Exhaustion Flood","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","OS Exhaustion Flood","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","OS Exhaustion Flood","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","OS Exhaustion Flood","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","OS Exhaustion Flood","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Change Default File Association",Any,0,0,2,2,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Change Default File Association","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Change Default File Association","Enterprise Security Content Update",0,0,2,2,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Change Default File Association","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Change Default File Association","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Change Default File Association","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Threat Intel Vendors",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Threat Intel Vendors","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Threat Intel Vendors","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Threat Intel Vendors","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Threat Intel Vendors","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Threat Intel Vendors","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Dynamic Data Exchange",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Dynamic Data Exchange","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Dynamic Data Exchange","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Dynamic Data Exchange","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Dynamic Data Exchange","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"Inter-Process Communication","Dynamic Data Exchange","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Cloud Storage",Any,0,0,1,1,56,1,0,"Google Gdrive::0",Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Cloud Storage","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Cloud Storage","Enterprise Security Content Update",0,0,1,1,56,1,0,"Google Gdrive::0",Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Cloud Storage","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Cloud Storage","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","Exfiltration to Cloud Storage","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Service Exhaustion Flood",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Service Exhaustion Flood","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Service Exhaustion Flood","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Service Exhaustion Flood","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Service Exhaustion Flood","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Service Exhaustion Flood","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Screensaver,Any,0,0,1,1,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Screensaver,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Screensaver,"Enterprise Security Content Update",0,0,1,1,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Screensaver,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Screensaver,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Screensaver,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Purchase Technical Data",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Purchase Technical Data","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Purchase Technical Data","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Purchase Technical Data","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Purchase Technical Data","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Closed Sources","Purchase Technical Data","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application Exhaustion Flood",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application Exhaustion Flood","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application Exhaustion Flood","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application Exhaustion Flood","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application Exhaustion Flood","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application Exhaustion Flood","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Windows Management Instrumentation Event Subscription",Any,0,0,2,2,102,13,0,"Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Windows Management Instrumentation Event Subscription","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Windows Management Instrumentation Event Subscription","Enterprise Security Content Update",0,0,2,2,102,13,0,"Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Windows Management Instrumentation Event Subscription","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Windows Management Instrumentation Event Subscription","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Windows Management Instrumentation Event Subscription","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application or System Exploitation",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application or System Exploitation","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application or System Exploitation","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application or System Exploitation","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application or System Exploitation","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","Application or System Exploitation","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Unix Shell Configuration Modification",Any,0,0,2,2,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Unix Shell Configuration Modification","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Unix Shell Configuration Modification","Enterprise Security Content Update",0,0,2,2,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Unix Shell Configuration Modification","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Unix Shell Configuration Modification","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Unix Shell Configuration Modification","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Trap,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Trap,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Trap,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Trap,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Trap,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution",Trap,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","LC_LOAD_DYLIB Addition",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","LC_LOAD_DYLIB Addition","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","LC_LOAD_DYLIB Addition","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","LC_LOAD_DYLIB Addition","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","LC_LOAD_DYLIB Addition","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","LC_LOAD_DYLIB Addition","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Netsh Helper DLL",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Netsh Helper DLL","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Netsh Helper DLL","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Netsh Helper DLL","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Netsh Helper DLL","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Netsh Helper DLL","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Accessibility Features",Any,0,0,1,1,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Accessibility Features","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Accessibility Features","Enterprise Security Content Update",0,0,1,1,102,13,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Event Triggered Execution","Accessibility Features","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
