MESSAGE_CODE,MESSAGE_CLASS,MESSAGE_TEXT
80013,Profiler,Profiler EndPoint feed profiling event occurred
80014,Profiler,Profiler EndPoint purge event occurred
80015,Profiler,Profiler queue size limit has been reached.
86028,Guest,Successfully performed CoA termination(s) for a deleted guest or a suspended guest
86029,Guest,Failed to perform a CoA termination
86030,GUEST,Sponsor user accepted the user policy
86031,GUEST,Sponsor user declined the user policy
87600,Supplicant Provisioning,Supplicant provisioning succeeded
87601,Supplicant Provisioning,Supplicant provisioning failed
87602,Supplicant Provisioning,Supplicant provisioning is in progress
87603,Supplicant Provisioning,Supplicant provisioning disabled
87604,Supplicant Provisioning,CA Server is down
87605,Supplicant Provisioning,CA Server is up
87606,Supplicant Provisioning,Certificate request forwarding failed
87607,Supplicant Provisioning,High volume of OCSP transactions
87752,Internal CA,Manual Certificate Provisioning Portal - Request submitted
87753,Internal CA,Manual Certificate Provisioning Portal - Status Update
87754,Internal CA,Manual Certificate Provisioning Portal - User login occurred
88000,MyDevices,Successfully added a device (endpoint)
88001,MyDevices,Failed to added a device (endpoint)
88002,MyDevices,Successfully modified the device (endpoint)
88003,MyDevices,Failed to modify the device (endpoint)
88004,MyDevices,Successfully deleted the device (endpoint)
88005,MyDevices,Failed to delete the device (endpoint)
88006,MyDevices,Successfully blacklisted the device (endpoint)
88007,MyDevices,Failed to deny the device (endpoint)
88008,MyDevices,Successfully reinstated the device (endpoint)
88009,MyDevices,Failed to reinstate the device (endpoint)
88010,MyDevices,Successfully registered/provisioned the device (endpoint)
88011,MyDevices,Failed to register/provision the device (endpoint)
88012,MyDevices,Successfully performed a CoA termination
88013,MyDevices,Failed to perform a CoA termination
88014,MyDevices,Successfully performed a CoA re-authentication
88015,MyDevices,Failed to perform a CoA re-authentication
89000,MDM,Mobile device manager unregistered
89001,MDM,Mobile device management compliant
89002,MDM,Mobile device management non-compliant
89003,MDM,Failed to connect to MDM server
89004,MDM,MDM server API version mismatch
89005,MDM,MDM server response error
89050,MDM,Administrative action submitted
89051,MDM,Administrative action delivered to mobile device
89052,MDM,Administrative action failed
89100,MDM,Mobile device enrollment initiated
89101,MDM,Mobile device enrollment failed
89102,MDM,Mobile device enrolled successfully
89103,MDM,Mobile device deregistered
89104,MDM,Mobile Device Service initialized
89105,MDM,Mobile Device Service initialization failed
89106,MDM,Mobile Device Service stopped
89107,MDM,Unable to send notifications to mobile device
89108,MDM,APNS Certificate is about to expire
89109,MDM,Endpoint certificate is going to expire soon.
89110,MDM,Mobile Device check-in request is not authorized.
89111,MDM,Mobile Device check-in request is authorized.
89112,MDM,Endpoint certificate is renewed.
89113,MDM,Inactive Mobile Device is detected
89114,MDM,GeoLocation coordinates received
89115,MDM,Profile Installed
89116,MDM,Profile Removed
89117,MDM,Application Installed
89118,MDM,Application Removed
89119,MDM,Device reassessment has failed.
89132,MDM,Endpoint certificate is going to expire soon.
89133,MDM,Endpoint certificate has expired.
89142,MDM,Provisioning operation failed.
89143,MDM,Mobile device record is updated with new device information
89144,MDM,Endpoint certificate renewal has failed.
89149,MDM,Mobile device is compliant
89150,MDM,Mobile device is not compliant
89151,MDM,Certificate issued by external CA can be revoked because the mobile device no longer uses it.
89152,MDM,Mobile device unenrollment initiated
89153,MDM,Certificates missing for Notification Systems.
89154,MDM,Apple Volume Purchase Plan (VPP) service token is invalid.
89155,MDM,Failed to access Apple Volume Purchase Plan (VPP) services.
89156,MDM,CMCS server unreachable
89157,MDM,CMCS authentication failure
89158,MDM,APNS server unreachable
89159,MDM,APNS authentication failure
89160,MDM,MDM User Authentication completed
89200,MDM,Invalid payload encountered in in mobile device enrollment request.
89201,MDM,Invalid session encountered in mobile device enrollment request.
89202,MDM,Authentication failure encountered while handling mobile device enrollment request.
89203,MDM,Authorization failure encountered while handling mobile device enrollment request.
89204,MDM,Authorization failure encountered while handling mobile device enrollment request. The user must uninstall the iOS MDM profile before retrying the enrollment.
89205,MDM,Internal Error encountered while handling mobile device enrollment request.
89206,MDM,Mobile device enrollment attempt has expired.
89207,MDM,Unsupported mobile device platform encountered while handling enrollment request.
89208,MDM,Maximum number of authentication attempts has been exceeded.
89209,MDM,Mobile device enrollment request failed due to no matching MDM profile.
89210,MDM,Mobile device enrollment request failed due to unconfigured MDM trust anchor
89211,MDM,Invalid payload encountered in in mobile device check-in request.
89212,MDM,Unsupported mobile device platform encountered while handling check-in request.
89213,MDM,Profile signing failed.
89214,MDM,Profile encryption failed.
89215,MDM,Invalid payload encountered while handling profile provisioning request.
89216,MDM,Authorization failure encountered while handling profile provisioning request.
89217,MDM,Internal Error encountered while handling profile provisioning request.
89218,MDM,Profile signing failed due to misconfiguration of the MDM certificate.
89219,MDM,The application request timed out.
89220,MDM,Internal Error encountered while handling application request.
89221,MDM,The profile request timed out
89222,MDM,Maximum number of token resets exceeded
89223,MDM,Failed to send token
89224,MDM,Token configurations are incomplete
90046,Identity Mapping,Identity Mapping internal error
90047,Identity Mapping,Identity Mapping is now the primary node
90048,Identity Mapping,Identity Mapping is no longer the primary node
90049,Identity Mapping,Identity Mapping primary node was elected
90050,Identity Mapping,Identity Mapping primary node is not responsive
90051,Identity Mapping,Identity mapping service started
90052,Identity Mapping,Keep alive between identity mapping services is unavailable
90053,Identity Mapping,Cannot resolve identity mapping service name
90054,Identity Mapping,Active identity mapping service is set
90055,Identity Mapping,Standby identity mapping service is set
90056,Identity Mapping,Identity mapping service cannot apply configuration
90057,Identity Mapping,Identity mapping service applied configuration
90058,Identity Mapping,Cannot resolve Domain Controller hostname
90059,Identity Mapping,Cannot get Domain Controller Windows version
90060,Identity Mapping,Domain Controller Windows version is unsupported
90061,Identity Mapping,Cannot get Domain Controller NetBIOS
90062,Identity Mapping,Cannot connect to Domain Controller
90063,Identity Mapping,Successfully establish connection to Domain Controller
90064,Identity Mapping,Cannot get history login events
90065,Identity Mapping,Received history login events
90066,Identity Mapping,Lost connection with Domain Controller
90067,Identity Mapping,Received login event
90068,Identity Mapping,Received machine login event
90069,Identity Mapping,Replaced local IP
90070,Identity Mapping,Received incorrect login event
90071,Identity Mapping,Received unsupported login event
90072,Identity Mapping,Filtered login event
90073,Identity Mapping,Login events are being dropped as storage size has been exceeded
90074,Identity Mapping,Forwarded login event to ISE session directory
90075,Identity Mapping,Cannot forward login event to ISE session directory
